ds,category,yhat
2022-01-08,Hashtag_#Music,-0.03257525986707802
2022-01-08,Hashtag_#Music,-0.03257525986707802
2022-01-09,Hashtag_#Music,0.2247302320244954
2022-01-09,Hashtag_#Fashion,-0.1898296695584536
2022-01-09,Hashtag_#Tech,0.16405655025785915
2022-01-09,Hashtag_#Gaming,-0.1013626744940812
2022-01-09,Hashtag_#Music,0.2247302320244954
2022-01-09,Hashtag_#Fashion,-0.1898296695584536
2022-01-09,Hashtag_#Education,-0.4274018521707084
2022-01-10,Hashtag_#Viral,-0.09260349299301097
2022-01-10,Hashtag_#Fitness,0.07212384353447482
2022-01-10,Hashtag_#Music,0.04425078736709571
2022-01-11,Hashtag_#Fashion,-0.25243483260714733
2022-01-11,Hashtag_#Tech,0.10927368327432938
2022-01-11,Hashtag_#Tech,0.10927368327432938
2022-01-12,Hashtag_#Gaming,-0.29740996801277175
2022-01-12,Hashtag_#Education,-0.09690716604162344
2022-01-12,Hashtag_#Education,-0.09690716604162344
2022-01-12,Hashtag_#Tech,0.058547056295457575
2022-01-13,Hashtag_#Tech,0.17857207308372908
2022-01-13,Hashtag_#Music,0.048763995437616434
2022-01-13,Hashtag_#Tech,0.17857207308372908
2022-01-14,Hashtag_#Fitness,0.029111036149174898
2022-01-14,Hashtag_#Fitness,0.029111036149174898
2022-01-14,Hashtag_#Fashion,-0.4324612545357127
2022-01-15,Hashtag_#Gaming,-0.13006292832872973
2022-01-15,Hashtag_#Viral,-0.40869587389034473
2022-01-15,Hashtag_#Education,-0.059977824322229624
2022-01-15,Hashtag_#Tech,0.24004960147084728
2022-01-15,Hashtag_#Gaming,-0.13006292832872973
2022-01-15,Hashtag_#Tech,0.24004960147084728
2022-01-15,Hashtag_#Viral,-0.40869587389034473
2022-01-16,Hashtag_#Tech,0.34344139441387644
2022-01-16,Hashtag_#Music,-0.007059517191013283
2022-01-16,Hashtag_#Tech,0.34344139441387644
2022-01-16,Hashtag_#Music,-0.007059517191013283
2022-01-16,Hashtag_#Fitness,-0.24498667219686268
2022-01-17,Hashtag_#Education,-0.11521300807182581
2022-01-17,Hashtag_#Education,-0.11521300807182581
2022-01-17,Hashtag_#Music,-0.17631390048355755
2022-01-18,Hashtag_#Music,-0.17200058588830885
2022-01-18,Hashtag_#Viral,-0.4078557811323986
2022-01-18,Hashtag_#Education,0.07800884342958563
2022-01-18,Hashtag_#Education,0.07800884342958563
2022-01-18,Hashtag_#Music,-0.17200058588830885
2022-01-18,Hashtag_#Tech,0.21623340484560738
2022-01-18,Hashtag_#Tech,0.21623340484560738
2022-01-19,Hashtag_#Education,0.21532081600872827
2022-01-19,Hashtag_#Fitness,-0.2526552187415059
2022-01-19,Hashtag_#Education,0.21532081600872827
2022-01-19,Hashtag_#Music,-0.3355307740680809
2022-01-19,Hashtag_#Music,-0.3355307740680809
2022-01-19,Hashtag_#Gaming,-0.48242313668990555
2022-01-19,Hashtag_#Fitness,-0.2526552187415059
2022-01-20,Hashtag_#Education,0.5306064887126288
2022-01-20,Hashtag_#Tech,0.20608773407977413
2022-01-20,Hashtag_#Fitness,-0.06168663811065724
2022-01-20,Hashtag_#Tech,0.20608773407977413
2022-01-20,Hashtag_#Fitness,-0.06168663811065724
2022-01-20,Hashtag_#Tech,0.20608773407977413
2022-01-20,Hashtag_#Fashion,-0.5708088691894628
2022-01-20,Hashtag_#Gaming,-0.5240176037450917
2022-01-20,Hashtag_#Viral,-0.14506993580801225
2022-01-20,Hashtag_#Fashion,-0.5708088691894628
2022-01-20,Hashtag_#Viral,-0.14506993580801225
2022-01-20,Hashtag_#Education,0.5306064887126288
2022-01-20,Hashtag_#Gaming,-0.5240176037450917
2022-01-21,Hashtag_#Music,-0.40302001528429454
2022-01-21,Hashtag_#Viral,-0.06897212545096951
2022-01-21,Hashtag_#Fashion,-0.4045078596263948
2022-01-21,Hashtag_#Viral,-0.06897212545096951
2022-01-21,Hashtag_#Gaming,-0.47146464363151885
2022-01-21,Hashtag_#Gaming,-0.47146464363151885
2022-01-21,Hashtag_#Music,-0.40302001528429454
2022-01-22,Hashtag_#Tech,0.1894661445881785
2022-01-22,Hashtag_#Tech,0.1894661445881785
2022-01-22,Hashtag_#Viral,-0.4195361205579193
2022-01-22,Hashtag_#Tech,0.1894661445881785
2022-01-22,Hashtag_#Viral,-0.4195361205579193
2022-01-23,Hashtag_#Education,0.11138250807417925
2022-01-23,Hashtag_#Gaming,-0.39321102733741164
2022-01-23,Hashtag_#Education,0.11138250807417925
2022-01-23,Hashtag_#Fashion,-0.18499243554386863
2022-01-23,Hashtag_#Viral,-0.07974698641845973
2022-01-23,Hashtag_#Viral,-0.07974698641845973
2022-01-23,Hashtag_#Gaming,-0.39321102733741164
2022-01-23,Hashtag_#Fashion,-0.18499243554386863
2022-01-23,Hashtag_#Education,0.11138250807417925
2022-01-24,Hashtag_#Tech,-0.07654823512823561
2022-01-24,Hashtag_#Viral,-0.18678058325401808
2022-01-24,Hashtag_#Viral,-0.18678058325401808
2022-01-24,Hashtag_#Fitness,-0.3079578211063604
2022-01-24,Hashtag_#Education,-0.000885818780443165
2022-01-24,Hashtag_#Viral,-0.18678058325401808
2022-01-24,Hashtag_#Education,-0.000885818780443165
2022-01-24,Hashtag_#Tech,-0.07654823512823561
2022-01-24,Hashtag_#Fitness,-0.3079578211063604
2022-01-24,Hashtag_#Fashion,-0.3516976471005946
2022-01-24,Hashtag_#Education,-0.000885818780443165
2022-01-24,Hashtag_#Gaming,-0.1706899974347821
2022-01-24,Hashtag_#Gaming,-0.1706899974347821
2022-01-24,Hashtag_#Fashion,-0.3516976471005946
2022-01-25,Hashtag_#Tech,0.0680110236438159
2022-01-25,Hashtag_#Fitness,-0.3156521122481669
2022-01-25,Hashtag_#Gaming,-0.09641208567221915
2022-01-25,Hashtag_#Music,-0.1610793021596989
2022-01-25,Hashtag_#Education,0.14941081843887188
2022-01-25,Hashtag_#Gaming,-0.09641208567221915
2022-01-25,Hashtag_#Fitness,-0.3156521122481669
2022-01-25,Hashtag_#Gaming,-0.09641208567221915
2022-01-25,Hashtag_#Tech,0.0680110236438159
2022-01-25,Hashtag_#Music,-0.1610793021596989
2022-01-25,Hashtag_#Education,0.14941081843887188
2022-01-26,Hashtag_#Tech,-0.046192539483079345
2022-01-26,Hashtag_#Viral,-0.2483111852677174
2022-01-26,Hashtag_#Gaming,-0.37254856578834294
2022-01-26,Hashtag_#Tech,-0.046192539483079345
2022-01-26,Hashtag_#Education,0.2451059930021583
2022-01-26,Hashtag_#Tech,-0.046192539483079345
2022-01-26,Hashtag_#Music,-0.2885711790611276
2022-01-26,Hashtag_#Education,0.2451059930021583
2022-01-26,Hashtag_#Music,-0.2885711790611276
2022-01-26,Hashtag_#Viral,-0.2483111852677174
2022-01-26,Hashtag_#Fashion,-0.1677095525986248
2022-01-26,Hashtag_#Gaming,-0.37254856578834294
2022-01-26,Hashtag_#Viral,-0.2483111852677174
2022-01-26,Hashtag_#Music,-0.2885711790611276
2022-01-26,Hashtag_#Gaming,-0.37254856578834294
2022-01-26,Hashtag_#Fashion,-0.1677095525986248
2022-01-27,Hashtag_#Music,-0.026548495945014332
2022-01-27,Hashtag_#Music,-0.026548495945014332
2022-01-27,Hashtag_#Music,-0.026548495945014332
2022-01-27,Hashtag_#Fashion,-0.3617602286309113
2022-01-27,Hashtag_#Education,0.5210258347299113
2022-01-27,Hashtag_#Education,0.5210258347299113
2022-01-27,Hashtag_#Fashion,-0.3617602286309113
2022-01-27,Hashtag_#Education,0.5210258347299113
2022-01-27,Hashtag_#Tech,0.014875749436610533
2022-01-27,Hashtag_#Tech,0.014875749436610533
2022-01-28,Hashtag_#Fitness,-0.20762164014949724
2022-01-28,Hashtag_#Fitness,-0.20762164014949724
2022-01-28,Hashtag_#Music,-0.2881601241702489
2022-01-28,Hashtag_#Music,-0.2881601241702489
2022-01-28,Hashtag_#Fitness,-0.20762164014949724
2022-01-29,Hashtag_#Tech,-0.022386832031336137
2022-01-29,Hashtag_#Education,0.06176768344716718
2022-01-29,Hashtag_#Tech,-0.022386832031336137
2022-01-29,Hashtag_#Gaming,0.028219222024693513
2022-01-29,Hashtag_#Gaming,0.028219222024693513
2022-01-29,Hashtag_#Education,0.06176768344716718
2022-01-30,Hashtag_#Fitness,-0.3931413563923534
2022-01-30,Hashtag_#Tech,0.04354937512223886
2022-01-30,Hashtag_#Tech,0.04354937512223886
2022-01-30,Hashtag_#Fitness,-0.3931413563923534
2022-01-30,Hashtag_#Fitness,-0.3931413563923534
2022-01-30,Hashtag_#Tech,0.04354937512223886
2022-01-31,Hashtag_#Fashion,-0.06384069166409669
2022-01-31,Hashtag_#Education,-0.13017611479928326
2022-01-31,Hashtag_#Education,-0.13017611479928326
2022-01-31,Hashtag_#Fashion,-0.06384069166409669
2022-01-31,Hashtag_#Fashion,-0.06384069166409669
2022-02-01,Hashtag_#Fashion,0.14648603219434977
2022-02-01,Hashtag_#Tech,-0.13061787725147558
2022-02-01,Hashtag_#Fitness,-0.25727394810690374
2022-02-01,Hashtag_#Fitness,-0.25727394810690374
2022-02-01,Hashtag_#Education,0.0023120866153819586
2022-02-01,Hashtag_#Fashion,0.14648603219434977
2022-02-01,Hashtag_#Education,0.0023120866153819586
2022-02-01,Hashtag_#Education,0.0023120866153819586
2022-02-01,Hashtag_#Fashion,0.14648603219434977
2022-02-02,Hashtag_#Fashion,0.13212660769306406
2022-02-02,Hashtag_#Gaming,-0.05734385366740813
2022-02-02,Hashtag_#Fitness,-0.26128123227985905
2022-02-02,Hashtag_#Fitness,-0.26128123227985905
2022-02-02,Hashtag_#Gaming,-0.05734385366740813
2022-02-02,Hashtag_#Music,-0.060157733444289915
2022-02-02,Hashtag_#Viral,-0.12002304784014758
2022-02-02,Hashtag_#Tech,-0.2293151482636554
2022-02-02,Hashtag_#Fashion,0.13212660769306406
2022-02-02,Hashtag_#Viral,-0.12002304784014758
2022-02-02,Hashtag_#Tech,-0.2293151482636554
2022-02-02,Hashtag_#Music,-0.060157733444289915
2022-02-03,Hashtag_#Gaming,-0.049276246313504246
2022-02-03,Hashtag_#Music,0.21109080551254691
2022-02-03,Hashtag_#Fitness,-0.024357995552325963
2022-02-03,Hashtag_#Music,0.21109080551254691
2022-02-03,Hashtag_#Music,0.21109080551254691
2022-02-03,Hashtag_#Fitness,-0.024357995552325963
2022-02-03,Hashtag_#Gaming,-0.049276246313504246
2022-02-03,Hashtag_#Fitness,-0.024357995552325963
2022-02-03,Hashtag_#Gaming,-0.049276246313504246
2022-02-04,Hashtag_#Viral,0.15416320577926632
2022-02-04,Hashtag_#Education,0.1966350197181602
2022-02-04,Hashtag_#Viral,0.15416320577926632
2022-02-04,Hashtag_#Music,-0.04633252393881937
2022-02-04,Hashtag_#Music,-0.04633252393881937
2022-02-05,Hashtag_#Fitness,0.062217352999267284
2022-02-05,Hashtag_#Fashion,0.3806945600481443
2022-02-05,Hashtag_#Fitness,0.062217352999267284
2022-02-05,Hashtag_#Fashion,0.3806945600481443
2022-02-06,Hashtag_#Fashion,0.3476970448800283
2022-02-06,Hashtag_#Education,-0.15177645841781137
2022-02-06,Hashtag_#Education,-0.15177645841781137
2022-02-06,Hashtag_#Fashion,0.3476970448800283
2022-02-06,Hashtag_#Music,0.33921293244163936
2022-02-06,Hashtag_#Fashion,0.3476970448800283
2022-02-06,Hashtag_#Fitness,-0.23730676389409913
2022-02-06,Hashtag_#Fitness,-0.23730676389409913
2022-02-06,Hashtag_#Music,0.33921293244163936
2022-02-07,Hashtag_#Music,0.2185566475938917
2022-02-07,Hashtag_#Music,0.2185566475938917
2022-02-07,Hashtag_#Fashion,0.17097227299158088
2022-02-07,Hashtag_#Gaming,0.40609989113136136
2022-02-07,Hashtag_#Viral,0.03386460886158932
2022-02-07,Hashtag_#Viral,0.03386460886158932
2022-02-07,Hashtag_#Gaming,0.40609989113136136
2022-02-07,Hashtag_#Music,0.2185566475938917
2022-02-07,Hashtag_#Fashion,0.17097227299158088
2022-02-07,Hashtag_#Viral,0.03386460886158932
2022-02-08,Hashtag_#Tech,-0.14246009660868414
2022-02-08,Hashtag_#Fitness,-0.07329321485589504
2022-02-08,Hashtag_#Tech,-0.14246009660868414
2022-02-08,Hashtag_#Fitness,-0.07329321485589504
2022-02-08,Hashtag_#Fitness,-0.07329321485589504
2022-02-09,Hashtag_#Tech,-0.20680271871315234
2022-02-09,Hashtag_#Gaming,0.19158660019102847
2022-02-09,Hashtag_#Gaming,0.19158660019102847
2022-02-09,Hashtag_#Tech,-0.20680271871315234
2022-02-09,Hashtag_#Music,0.13151136497144345
2022-02-09,Hashtag_#Tech,-0.20680271871315234
2022-02-10,Hashtag_#Music,0.38092937228843754
2022-02-10,Hashtag_#Gaming,0.1690498750735379
2022-02-10,Hashtag_#Gaming,0.1690498750735379
2022-02-10,Hashtag_#Music,0.38092937228843754
2022-02-10,Hashtag_#Tech,-0.09162508160084003
2022-02-10,Hashtag_#Fitness,0.180979065030468
2022-02-10,Hashtag_#Gaming,0.1690498750735379
2022-02-11,Hashtag_#Education,0.12748818617850682
2022-02-11,Hashtag_#Fitness,0.12699143792762108
2022-02-11,Hashtag_#Education,0.12748818617850682
2022-02-11,Hashtag_#Music,0.09897063889633179
2022-02-11,Hashtag_#Music,0.09897063889633179
2022-02-11,Hashtag_#Tech,-0.10883014505231768
2022-02-11,Hashtag_#Tech,-0.10883014505231768
2022-02-11,Hashtag_#Fashion,0.22020181786710702
2022-02-11,Hashtag_#Fashion,0.22020181786710702
2022-02-11,Hashtag_#Viral,0.20475878389268232
2022-02-11,Hashtag_#Viral,0.20475878389268232
2022-02-11,Hashtag_#Fitness,0.12699143792762108
2022-02-12,Hashtag_#Viral,-0.15199843515611083
2022-02-12,Hashtag_#Tech,-0.013661909359050692
2022-02-12,Hashtag_#Viral,-0.15199843515611083
2022-02-12,Hashtag_#Fashion,0.44069973936080764
2022-02-12,Hashtag_#Fashion,0.44069973936080764
2022-02-12,Hashtag_#Fashion,0.44069973936080764
2022-02-13,Hashtag_#Tech,0.1104457237000604
2022-02-13,Hashtag_#Fitness,-0.012864590007065184
2022-02-13,Hashtag_#Fitness,-0.012864590007065184
2022-02-13,Hashtag_#Viral,0.17833972311609053
2022-02-13,Hashtag_#Gaming,0.2807614384946875
2022-02-13,Hashtag_#Viral,0.17833972311609053
2022-02-13,Hashtag_#Fashion,0.3663466402711333
2022-02-13,Hashtag_#Education,-0.1768335058713809
2022-02-13,Hashtag_#Music,0.4299896818581889
2022-02-13,Hashtag_#Education,-0.1768335058713809
2022-02-13,Hashtag_#Tech,0.1104457237000604
2022-02-13,Hashtag_#Music,0.4299896818581889
2022-02-13,Hashtag_#Viral,0.17833972311609053
2022-02-13,Hashtag_#Music,0.4299896818581889
2022-02-13,Hashtag_#Education,-0.1768335058713809
2022-02-14,Hashtag_#Education,-0.27913993571285
2022-02-14,Hashtag_#Tech,-0.16184476547013527
2022-02-14,Hashtag_#Music,0.2807411632555388
2022-02-14,Hashtag_#Tech,-0.16184476547013527
2022-02-14,Hashtag_#Fashion,0.14809789219671549
2022-02-14,Hashtag_#Gaming,0.4722017691675563
2022-02-14,Hashtag_#Fashion,0.14809789219671549
2022-02-14,Hashtag_#Gaming,0.4722017691675563
2022-02-15,Hashtag_#Viral,-0.12057488813907741
2022-02-15,Hashtag_#Music,0.29702368604200485
2022-02-15,Hashtag_#Education,-0.1117445075157475
2022-02-15,Hashtag_#Music,0.29702368604200485
2022-02-15,Hashtag_#Education,-0.1117445075157475
2022-02-16,Hashtag_#Fashion,0.20366793301088992
2022-02-16,Hashtag_#Fashion,0.20366793301088992
2022-02-16,Hashtag_#Viral,-0.03137675435748275
2022-02-16,Hashtag_#Viral,-0.03137675435748275
2022-02-16,Hashtag_#Tech,-0.0027459768298570553
2022-02-17,Hashtag_#Gaming,0.11236264774261809
2022-02-17,Hashtag_#Viral,0.14599541843462932
2022-02-17,Hashtag_#Gaming,0.11236264774261809
2022-02-17,Hashtag_#Tech,0.12270243930297824
2022-02-17,Hashtag_#Viral,0.14599541843462932
2022-02-17,Hashtag_#Tech,0.12270243930297824
2022-02-18,Hashtag_#Viral,0.22018123992815497
2022-02-18,Hashtag_#Fashion,0.04722960107600649
2022-02-18,Hashtag_#Fitness,0.34846788992539746
2022-02-18,Hashtag_#Music,0.05403363350649894
2022-02-18,Hashtag_#Fitness,0.34846788992539746
2022-02-18,Hashtag_#Fashion,0.04722960107600649
2022-02-18,Hashtag_#Tech,0.11079638308912705
2022-02-18,Hashtag_#Viral,0.22018123992815497
2022-02-18,Hashtag_#Fashion,0.04722960107600649
2022-02-18,Hashtag_#Tech,0.11079638308912705
2022-02-18,Hashtag_#Fitness,0.34846788992539746
2022-02-18,Hashtag_#Education,0.1863912794304503
2022-02-18,Hashtag_#Viral,0.22018123992815497
2022-02-19,Hashtag_#Education,-0.08275681144881798
2022-02-19,Hashtag_#Education,-0.08275681144881798
2022-02-19,Hashtag_#Tech,0.20623032555673376
2022-02-19,Hashtag_#Fashion,0.23832116311474
2022-02-20,Hashtag_#Tech,0.32562682372006335
2022-02-20,Hashtag_#Tech,0.32562682372006335
2022-02-20,Hashtag_#Fitness,0.19501312040289454
2022-02-20,Hashtag_#Fashion,0.13922490580561306
2022-02-20,Hashtag_#Fashion,0.13922490580561306
2022-02-20,Hashtag_#Tech,0.32562682372006335
2022-02-20,Hashtag_#Tech,0.32562682372006335
2022-02-21,Hashtag_#Viral,0.08706520740366475
2022-02-21,Hashtag_#Gaming,0.28149681440043917
2022-02-21,Hashtag_#Music,0.17953600106887593
2022-02-21,Hashtag_#Gaming,0.28149681440043917
2022-02-21,Hashtag_#Music,0.17953600106887593
2022-02-21,Hashtag_#Gaming,0.28149681440043917
2022-02-22,Hashtag_#Fitness,0.34230034669977244
2022-02-22,Hashtag_#Tech,0.2381459448425991
2022-02-22,Hashtag_#Education,-0.039356696139580365
2022-02-22,Hashtag_#Tech,0.2381459448425991
2022-02-22,Hashtag_#Fitness,0.34230034669977244
2022-02-22,Hashtag_#Education,-0.039356696139580365
2022-02-23,Hashtag_#Education,0.07482966246518948
2022-02-23,Hashtag_#Tech,0.17064682194747974
2022-02-23,Hashtag_#Tech,0.17064682194747974
2022-02-23,Hashtag_#Fashion,-0.06486569067431446
2022-02-23,Hashtag_#Music,0.016197444800382967
2022-02-23,Hashtag_#Music,0.016197444800382967
2022-02-23,Hashtag_#Tech,0.17064682194747974
2022-02-24,Hashtag_#Education,0.3713771903213213
2022-02-24,Hashtag_#Music,0.2350245175507839
2022-02-24,Hashtag_#Viral,0.19861789430241578
2022-02-24,Hashtag_#Education,0.3713771903213213
2022-02-24,Hashtag_#Viral,0.19861789430241578
2022-02-24,Hashtag_#Gaming,-0.13490195466390578
2022-02-25,Hashtag_#Fashion,-0.2189273334732607
2022-02-25,Hashtag_#Tech,0.23711450937306439
2022-02-25,Hashtag_#Education,0.23706787766970833
2022-02-25,Hashtag_#Fitness,0.49112790401130274
2022-02-25,Hashtag_#Education,0.23706787766970833
2022-02-25,Hashtag_#Fashion,-0.2189273334732607
2022-02-25,Hashtag_#Tech,0.23711450937306439
2022-02-26,Hashtag_#Tech,0.3047904606817932
2022-02-26,Hashtag_#Viral,-0.06229921421861532
2022-02-26,Hashtag_#Tech,0.3047904606817932
2022-02-26,Hashtag_#Education,-0.04356471841174936
2022-02-26,Hashtag_#Fashion,-0.017571513439649245
2022-02-26,Hashtag_#Gaming,0.10766815956601322
2022-02-26,Hashtag_#Tech,0.3047904606817932
2022-02-26,Hashtag_#Gaming,0.10766815956601322
2022-02-26,Hashtag_#Fashion,-0.017571513439649245
2022-02-27,Hashtag_#Music,0.2288945700792643
2022-02-27,Hashtag_#Fashion,-0.10063659568524813
2022-02-27,Hashtag_#Music,0.2288945700792643
2022-02-28,Hashtag_#Music,0.07424062370165516
2022-02-28,Hashtag_#Tech,0.08145028431698391
2022-02-28,Hashtag_#Tech,0.08145028431698391
2022-02-28,Hashtag_#Education,-0.1921005998675956
2022-02-28,Hashtag_#Education,-0.1921005998675956
2022-02-28,Hashtag_#Education,-0.1921005998675956
2022-02-28,Hashtag_#Education,-0.1921005998675956
2022-02-28,Hashtag_#Tech,0.08145028431698391
2022-02-28,Hashtag_#Music,0.07424062370165516
2022-03-01,Hashtag_#Fitness,0.40405098644971377
2022-03-01,Hashtag_#Music,0.09158542935239744
2022-03-01,Hashtag_#Gaming,0.05236811592369553
2022-03-01,Hashtag_#Fashion,-0.1632282908652392
2022-03-01,Hashtag_#Education,-0.039792865394346934
2022-03-01,Hashtag_#Education,-0.039792865394346934
2022-03-01,Hashtag_#Fitness,0.40405098644971377
2022-03-01,Hashtag_#Fashion,-0.1632282908652392
2022-03-02,Hashtag_#Music,-0.060804168086788374
2022-03-02,Hashtag_#Music,-0.060804168086788374
2022-03-02,Hashtag_#Education,0.06145986423117458
2022-03-02,Hashtag_#Gaming,-0.2788354909302187
2022-03-02,Hashtag_#Music,-0.060804168086788374
2022-03-02,Hashtag_#Gaming,-0.2788354909302187
2022-03-02,Hashtag_#Music,-0.060804168086788374
2022-03-02,Hashtag_#Education,0.06145986423117458
2022-03-02,Hashtag_#Education,0.06145986423117458
2022-03-03,Hashtag_#Fitness,0.5804515180626262
2022-03-03,Hashtag_#Education,0.3461954834989124
2022-03-03,Hashtag_#Fitness,0.5804515180626262
2022-03-03,Hashtag_#Education,0.3461954834989124
2022-03-04,Hashtag_#Gaming,-0.297700676856659
2022-03-04,Hashtag_#Viral,0.39247381008043825
2022-03-04,Hashtag_#Viral,0.39247381008043825
2022-03-04,Hashtag_#Gaming,-0.297700676856659
2022-03-05,Hashtag_#Tech,0.1874850363539594
2022-03-05,Hashtag_#Music,-0.07159598547135473
2022-03-05,Hashtag_#Tech,0.1874850363539594
2022-03-05,Hashtag_#Fashion,-0.06883856715015459
2022-03-05,Hashtag_#Education,-0.08691215342120692
2022-03-05,Hashtag_#Education,-0.08691215342120692
2022-03-05,Hashtag_#Music,-0.07159598547135473
2022-03-05,Hashtag_#Education,-0.08691215342120692
2022-03-05,Hashtag_#Fitness,0.5879639454313037
2022-03-05,Hashtag_#Tech,0.1874850363539594
2022-03-05,Hashtag_#Fashion,-0.06883856715015459
2022-03-06,Hashtag_#Viral,0.3894356551621226
2022-03-06,Hashtag_#Gaming,-0.25617521751640626
2022-03-06,Hashtag_#Fitness,0.2414099058664808
2022-03-06,Hashtag_#Fitness,0.2414099058664808
2022-03-06,Hashtag_#Viral,0.3894356551621226
2022-03-07,Hashtag_#Education,-0.2435476261594288
2022-03-07,Hashtag_#Music,0.09170679461769327
2022-03-07,Hashtag_#Tech,-0.0873689308760107
2022-03-07,Hashtag_#Music,0.09170679461769327
2022-03-07,Hashtag_#Education,-0.2435476261594288
2022-03-07,Hashtag_#Education,-0.2435476261594288
2022-03-07,Hashtag_#Viral,0.2801122902830171
2022-03-07,Hashtag_#Tech,-0.0873689308760107
2022-03-07,Hashtag_#Music,0.09170679461769327
2022-03-07,Hashtag_#Fitness,0.3251898361349203
2022-03-07,Hashtag_#Fitness,0.3251898361349203
2022-03-07,Hashtag_#Fashion,-0.2877469851791419
2022-03-08,Hashtag_#Viral,0.10794793993528794
2022-03-08,Hashtag_#Fashion,-0.0942390127411914
2022-03-08,Hashtag_#Music,0.12767006451008356
2022-03-08,Hashtag_#Fashion,-0.0942390127411914
2022-03-08,Hashtag_#Tech,0.053200062510986246
2022-03-08,Hashtag_#Fitness,0.2987901908588859
2022-03-08,Hashtag_#Viral,0.10794793993528794
2022-03-08,Hashtag_#Fashion,-0.0942390127411914
2022-03-08,Hashtag_#Fashion,-0.0942390127411914
2022-03-08,Hashtag_#Music,0.12767006451008356
2022-03-09,Hashtag_#Music,-0.007413477259397727
2022-03-09,Hashtag_#Viral,0.20216018323516155
2022-03-09,Hashtag_#Music,-0.007413477259397727
2022-03-09,Hashtag_#Music,-0.007413477259397727
2022-03-09,Hashtag_#Viral,0.20216018323516155
2022-03-10,Hashtag_#Fitness,0.4335371946505847
2022-03-10,Hashtag_#Music,0.24420117435829006
2022-03-10,Hashtag_#Tech,-0.009066999570257417
2022-03-10,Hashtag_#Fitness,0.4335371946505847
2022-03-10,Hashtag_#Tech,-0.009066999570257417
2022-03-10,Hashtag_#Fitness,0.4335371946505847
2022-03-10,Hashtag_#Fitness,0.4335371946505847
2022-03-10,Hashtag_#Tech,-0.009066999570257417
2022-03-10,Hashtag_#Music,0.24420117435829006
2022-03-10,Hashtag_#Music,0.24420117435829006
2022-03-11,Hashtag_#Gaming,-0.2539240056557477
2022-03-11,Hashtag_#Education,0.17083899540517256
2022-03-11,Hashtag_#Education,0.17083899540517256
2022-03-11,Hashtag_#Tech,-0.0892081168265173
