Post_Date,Platform,Hashtag,Content_Type,Region,Engagement_Level,Views Cleaned,Likes Cleaned,Shares Cleaned,Comments Cleaned,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Hashtag_#Challenge,Hashtag_#Comedy,Hashtag_#Dance,Hashtag_#Education,Hashtag_#Fashion,Hashtag_#Fitness,Hashtag_#Gaming,Hashtag_#Music,Hashtag_#Tech,Hashtag_#Viral,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Engagement_Level_High,Engagement_Level_Low,Engagement_Level_Medium,y,Engagement_Lag1,Engagement_Lag7,recency_days,recency_days_norm,dow,month
2022-01-04,Instagram,#Dance,Post,Japan,Low,-0.635035007323077,0.8806446123608803,1.3154126661804868,0.5987930276088935,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,725,0.9958791208791209,1,1
2022-01-04,YouTube,#Tech,Tweet,Brazil,Medium,-1.4893415400096701,0.15131428863578994,0.5345695315478162,-1.1165237814846776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,725,0.9958791208791209,1,1
2022-01-04,Twitter,#Tech,Reel,Australia,Low,-1.1589958205941011,0.5980938917035425,1.5420890815748658,1.3357491391402783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0,2.0,725,0.9958791208791209,1,1
2022-01-04,YouTube,#Viral,Tweet,Brazil,High,0.7716992414026675,0.9386207888716106,-0.4302503476376388,0.44602481220309054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,2.0,725,0.9958791208791209,1,1
2022-01-05,YouTube,#Tech,Live Stream,Australia,Medium,1.6686297240419803,-0.8556615056307686,0.618626981883042,-1.6556233500569428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,3.0,724,0.9945054945054945,2,1
2022-01-05,TikTok,#Gaming,Video,Brazil,High,1.1677148841936185,-1.7021081400319327,-0.7762862780598107,1.06710952295693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2.0,1.0,724,0.9945054945054945,2,1
2022-01-05,YouTube,#Tech,Tweet,India,Medium,-1.2202836376410477,0.547925931125842,-0.8904502650480544,-0.5094416569275203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,1.0,724,0.9945054945054945,2,1
2022-01-05,Twitter,#Tech,Shorts,Germany,Medium,-0.5611730462375404,-0.5107489822997832,0.6154614946006676,0.8399875748467446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,1.0,724,0.9945054945054945,2,1
2022-01-05,TikTok,#Challenge,Shorts,Germany,Low,0.0939953625690185,1.3256713506273405,-0.7299738228198541,1.3451308718920554,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0,2.0,724,0.9945054945054945,2,1
2022-01-05,Instagram,#Education,Live Stream,Germany,Low,-0.1481771696985645,1.505897722469313,-1.2239274687521102,0.0010926358035131944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,724,0.9945054945054945,2,1
2022-01-06,TikTok,#Gaming,Reel,USA,Low,0.7260266611051149,1.067667665507469,0.9328360021291665,1.2993424150289046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,3.0,723,0.9931318681318682,3,1
2022-01-06,Twitter,#Comedy,Shorts,Canada,Low,-0.7907885654529622,-1.1010071512567223,-0.2399770359905661,0.4995847044054,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,723,0.9931318681318682,3,1
2022-01-06,TikTok,#Fitness,Tweet,Canada,High,1.5218356718142512,0.22659740693951788,-0.4189991047970253,-0.732012764523784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,3.0,723,0.9931318681318682,3,1
2022-01-06,YouTube,#Viral,Live Stream,India,Medium,0.29733263384243036,1.3283110403083382,0.650316262177247,-0.10413679946455363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,2.0,723,0.9931318681318682,3,1
2022-01-06,Instagram,#Comedy,Reel,Brazil,Medium,-0.33662350232878313,1.1023854738840546,-0.11425213892756361,1.5503387726044333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,2.0,723,0.9931318681318682,3,1
2022-01-06,Instagram,#Fashion,Reel,Canada,Low,-1.3526486026196987,-0.5228181146470218,-1.0906673356582381,0.35080722606565146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0,1.0,723,0.9931318681318682,3,1
2022-01-06,Twitter,#Challenge,Live Stream,Brazil,Medium,0.2670279188502432,-1.1222008802178032,-0.5353995773652074,0.8299057127851334,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,723,0.9931318681318682,3,1
2022-01-06,TikTok,#Education,Video,Japan,Low,1.241713893170584,0.2641350413007914,-0.7339650893932828,-0.5194535060581481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2.0,1.0,723,0.9931318681318682,3,1
2022-01-06,TikTok,#Education,Tweet,India,Medium,-0.4262939376906287,-1.7335973515808416,1.0553265969688732,-0.33321910964227464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,723,0.9931318681318682,3,1
2022-01-07,TikTok,#Fitness,Post,USA,High,0.9932501774469632,0.7647615425331468,0.10970608630042851,-0.9801385919289929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,2.0,3.0,722,0.9917582417582418,4,1
2022-01-07,Instagram,#Fashion,Shorts,Brazil,High,-1.7020727590010674,0.49483421977286324,1.4716913970124947,-0.0785820796556086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,2.0,722,0.9917582417582418,4,1
2022-01-07,TikTok,#Viral,Post,Japan,Low,0.1810564060780602,-1.5296345575680084,0.5132024923917887,-0.5707729844689884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3.0,2.0,722,0.9917582417582418,4,1
2022-01-07,TikTok,#Comedy,Video,UK,High,-0.1664764894015913,0.5715584285061122,1.0121796290112912,-1.6594740612610306,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,1.0,1.0,722,0.9917582417582418,4,1
2022-01-07,Twitter,#Challenge,Video,Brazil,Medium,0.8031996992475707,0.5242518638293356,-0.38180462922912556,0.7935690016047431,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,2.0,722,0.9917582417582418,4,1
2022-01-07,TikTok,#Tech,Reel,UK,Low,-1.1026184294970471,-1.402624606827723,-0.24706497490544801,0.18242612705054786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0,1.0,722,0.9917582417582418,4,1
2022-01-07,YouTube,#Challenge,Video,Germany,Low,-0.17679208418943496,-0.4061036464945645,1.111479588760559,-1.648832095751552,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,722,0.9917582417582418,4,1
2022-01-07,Twitter,#Education,Shorts,Japan,High,1.27713871738655,1.374079518084376,0.4444907738819869,0.23745629080350897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1.0,3.0,722,0.9917582417582418,4,1
2022-01-08,Instagram,#Music,Reel,Brazil,Low,-1.0499070694957129,1.633011598000189,-1.3140406338884,0.6424110836115585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,721,0.9903846153846154,5,1
2022-01-08,YouTube,#Education,Post,Germany,High,-1.2493460134974332,0.5279931562905921,0.27482753704080864,1.2669264279835852,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,1.0,721,0.9903846153846154,5,1
2022-01-08,TikTok,#Challenge,Post,Canada,High,-1.2537048216843254,1.0448388531744317,0.3930171980729415,1.7051373630087552,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,3.0,721,0.9903846153846154,5,1
2022-01-09,Twitter,#Tech,Tweet,Australia,High,-0.30803257121891275,-1.3419463857616407,1.5491426130192871,1.4095427683967936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,2.0,720,0.989010989010989,6,1
2022-01-09,YouTube,#Education,Shorts,Japan,High,-1.4767811007602232,0.723018418312646,0.03421609610989007,-1.075356178066432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3.0,1.0,720,0.989010989010989,6,1
2022-01-09,TikTok,#Music,Post,Germany,High,0.07994041606354078,0.7325171441726139,-1.5234789065820225,0.7154345706272563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,1.0,720,0.989010989010989,6,1
2022-01-09,Instagram,#Dance,Post,Australia,High,1.0248376607029237,0.6918409811355085,0.9001144977211436,0.7801265188559281,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,3.0,720,0.989010989010989,6,1
2022-01-09,YouTube,#Fashion,Reel,USA,Low,-0.439213442415619,-1.257940513367687,-1.5844489442381913,1.0377040919438973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3.0,1.0,720,0.989010989010989,6,1
2022-01-09,Instagram,#Viral,Video,Canada,Low,1.4618217149181347,-0.5225686951496047,0.07027512515259028,-0.8433333247874076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,3.0,720,0.989010989010989,6,1
2022-01-09,Twitter,#Gaming,Post,India,Low,-1.2044566618993962,-1.3641447210317625,1.20919680486864,-0.5900265404894265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,3.0,720,0.989010989010989,6,1
2022-01-09,Twitter,#Fitness,Post,USA,Low,0.18016216858648748,-0.5833231277287865,-0.4178980657422864,-0.9398111436825481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,3.0,720,0.989010989010989,6,1
2022-01-10,YouTube,#Fitness,Live Stream,Canada,Low,0.059324301755910615,-0.8855156338077209,0.6603288360812793,-1.192557824532662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,3.0,719,0.9876373626373627,0,1
2022-01-10,Instagram,#Dance,Video,Germany,High,-1.2418693657805366,-0.37304170644805335,1.6632721925370701,-0.38572880787983294,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,3.0,719,0.9876373626373627,0,1
2022-01-10,YouTube,#Tech,Video,India,Low,1.2109754216020248,-0.630380272908146,-0.7922169368830647,1.7455348241861834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,719,0.9876373626373627,0,1
2022-01-10,YouTube,#Challenge,Live Stream,Brazil,Medium,-0.3100910305481729,-0.8480888525564105,-1.1761354922823481,-0.11673912704156764,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,719,0.9876373626373627,0,1
2022-01-10,TikTok,#Comedy,Shorts,India,Medium,-1.3189937519215351,1.6706877987489164,-0.9636349547177331,0.5052557518150563,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,1.0,719,0.9876373626373627,0,1
2022-01-10,Twitter,#Music,Tweet,UK,Medium,-0.7952529005162544,-1.5092722269316512,0.5673254434262996,-0.4108634501028775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2.0,1.0,719,0.9876373626373627,0,1
